Unique_Date,Other_Currency,Units_Per_NZD,NZD_Per_Unit
2020-05-17,Chinese Yuan Renminbi,4.2139212254,0.2373086602
2020-05-18,Chinese Yuan Renminbi,4.2887397121,0.2331687319
2020-05-19,Chinese Yuan Renminbi,4.3305344805,0.2309183784
2020-05-20,Chinese Yuan Renminbi,4.3577134050,0.2294781476
2020-05-21,Chinese Yuan Renminbi,4.3487002931,0.2299537638
2020-05-22,Chinese Yuan Renminbi,4.3419414678,0.2303117183
2020-05-23,Chinese Yuan Renminbi,4.3443995054,0.2301814091
2020-05-24,Chinese Yuan Renminbi,4.3457732629,0.2301086457
2020-05-25,Chinese Yuan Renminbi,4.3542844224,0.2296588608
2020-05-26,Chinese Yuan Renminbi,4.4262032188,0.2259272678
2020-05-27,Chinese Yuan Renminbi,4.4186283456,0.2263145759
2020-05-28,Chinese Yuan Renminbi,4.4460544038,0.2249185253
2020-05-29,Chinese Yuan Renminbi,4.4157965521,0.2264597085
2020-05-30,Chinese Yuan Renminbi,4.4294997794,0.2257591263
2020-05-31,Chinese Yuan Renminbi,4.4270197805,0.2258855956
2020-06-01,Chinese Yuan Renminbi,4.4791485313,0.2232567179
2020-06-02,Chinese Yuan Renminbi,4.5049284560,0.2219791079
2020-06-03,Chinese Yuan Renminbi,4.5786017145,0.2184072916
2020-06-04,Chinese Yuan Renminbi,4.5853155103,0.2180875008
2020-06-05,Chinese Yuan Renminbi,4.6104746981,0.2168974055
2020-06-06,Chinese Yuan Renminbi,4.6074573178,0.2170394495
2020-06-07,Chinese Yuan Renminbi,4.6080761897,0.2170103008
2020-06-08,Chinese Yuan Renminbi,4.6247904803,0.2162260116
2020-06-09,Chinese Yuan Renminbi,4.6173519670,0.2165743498
2020-06-10,Chinese Yuan Renminbi,4.6193841376,0.2164790739
2020-06-11,Chinese Yuan Renminbi,4.5604962828,0.2192743811
2020-06-12,Chinese Yuan Renminbi,4.5534367337,0.2196143393
2020-06-13,Chinese Yuan Renminbi,4.5682561381,0.2189019113
2020-06-14,Chinese Yuan Renminbi,4.5641868096,0.2190970794
2020-06-15,Chinese Yuan Renminbi,4.5608953790,0.2192551938
2020-06-16,Chinese Yuan Renminbi,4.5690180406,0.2188654085
2020-06-17,Chinese Yuan Renminbi,4.5778160403,0.2184447761
2020-06-18,Chinese Yuan Renminbi,4.5551311214,0.2195326486
2020-06-19,Chinese Yuan Renminbi,4.5413173340,0.2202004235
2020-06-20,Chinese Yuan Renminbi,4.5315846746,0.2206733564
2020-06-21,Chinese Yuan Renminbi,4.5309470795,0.2207044096
2020-06-22,Chinese Yuan Renminbi,4.5827500298,0.2182095889
2020-06-23,Chinese Yuan Renminbi,4.5971731328,0.2175249814
2020-06-24,Chinese Yuan Renminbi,4.5406350368,0.2202335118
2020-06-25,Chinese Yuan Renminbi,4.5475275477,0.2198997124
2020-06-26,Chinese Yuan Renminbi,4.5419086026,0.2201717576
2020-06-27,Chinese Yuan Renminbi,4.5455466969,0.2199955400
2020-06-28,Chinese Yuan Renminbi,4.5455532765,0.2199952215
2020-06-29,Chinese Yuan Renminbi,4.5379684400,0.2203629252
2020-06-30,Chinese Yuan Renminbi,4.5527714756,0.2196464297
2020-07-01,Chinese Yuan Renminbi,4.5777533858,0.2184477659
2020-07-02,Chinese Yuan Renminbi,4.6018397339,0.2173043952
2020-07-03,Chinese Yuan Renminbi,4.6155909868,0.2166569791
2020-07-04,Chinese Yuan Renminbi,4.6175154869,0.2165666802
2020-07-05,Chinese Yuan Renminbi,4.6178776587,0.2165496953
2020-07-06,Chinese Yuan Renminbi,4.5922417064,0.2177585728
2020-07-07,Chinese Yuan Renminbi,4.6051872898,0.2171464345
2020-07-08,Chinese Yuan Renminbi,4.5959905082,0.2175809541
2020-07-09,Chinese Yuan Renminbi,4.5905017507,0.2178411107
2020-07-10,Chinese Yuan Renminbi,4.6056789514,0.2171232538
2020-07-11,Chinese Yuan Renminbi,4.6016432651,0.2173136730
2020-07-12,Chinese Yuan Renminbi,4.6050758616,0.2171516887
2020-07-13,Chinese Yuan Renminbi,4.6048702857,0.2171613831
2020-07-14,Chinese Yuan Renminbi,4.5740708880,0.2186236341
2020-07-15,Chinese Yuan Renminbi,4.5904418286,0.2178439543
2020-07-16,Chinese Yuan Renminbi,4.5892941372,0.2178984328
2020-07-17,Chinese Yuan Renminbi,4.5799479039,0.2183430949
2020-07-18,Chinese Yuan Renminbi,4.5836724948,0.2181656742
2020-07-19,Chinese Yuan Renminbi,4.5844351182,0.2181293822
2020-07-20,Chinese Yuan Renminbi,4.5875634577,0.2179806360
2020-07-21,Chinese Yuan Renminbi,4.6247966789,0.2162257218
2020-07-22,Chinese Yuan Renminbi,4.6667870883,0.2142801849
2020-07-23,Chinese Yuan Renminbi,4.6627661129,0.2144649712
2020-07-24,Chinese Yuan Renminbi,4.6537386631,0.2148809962
2020-07-25,Chinese Yuan Renminbi,4.6585580624,0.2146586962
2020-07-26,Chinese Yuan Renminbi,4.6611723687,0.2145383009
2020-07-27,Chinese Yuan Renminbi,4.6753441218,0.2138879992
2020-07-28,Chinese Yuan Renminbi,4.6617330142,0.2145124993
2020-07-29,Chinese Yuan Renminbi,4.6592012766,0.2146290621
2020-07-30,Chinese Yuan Renminbi,4.6538915399,0.2148739375
2020-07-31,Chinese Yuan Renminbi,4.6328425737,0.2158502008
2020-08-01,Chinese Yuan Renminbi,4.6232123819,0.2162998187
2020-08-02,Chinese Yuan Renminbi,4.6243308092,0.2162475050
2020-08-03,Chinese Yuan Renminbi,4.6071093002,0.2170558445
2020-08-04,Chinese Yuan Renminbi,4.6099040043,0.2169242568
2020-08-05,Chinese Yuan Renminbi,4.6199922707,0.2164505786
2020-08-06,Chinese Yuan Renminbi,4.6289640140,0.2160310594
2020-08-07,Chinese Yuan Renminbi,4.6034714751,0.2172273697
2020-08-08,Chinese Yuan Renminbi,4.5966446543,0.2175499903
2020-08-09,Chinese Yuan Renminbi,4.5963976293,0.2175616821
2020-08-10,Chinese Yuan Renminbi,4.5878969863,0.2179647893
2020-08-11,Chinese Yuan Renminbi,4.5678640387,0.2189207016
2020-08-12,Chinese Yuan Renminbi,4.5675776640,0.2189344273
