Unique_Date,Other_Currency,Units_Per_NZD,NZD_Per_Unit
2020-03-07,Australian Dollar,0.9565833966,1.0453871597
2020-03-08,Australian Dollar,0.9555261641,1.0465438180
2020-03-09,Australian Dollar,0.9628749514,1.0385564590
2020-03-10,Australian Dollar,0.9662325380,1.0349475521
2020-03-11,Australian Dollar,0.9681740880,1.0328720965
2020-03-12,Australian Dollar,0.9713943000,1.0294480830
2020-03-13,Australian Dollar,0.9830279995,1.0172650224
2020-03-14,Australian Dollar,0.9815852275,1.0187602381
2020-03-15,Australian Dollar,0.9852516501,1.0149691197
2020-03-16,Australian Dollar,0.9953911421,1.0046301978
2020-03-17,Australian Dollar,0.9947564833,1.0052711561
2020-03-18,Australian Dollar,0.9921509214,1.0079111741
2020-03-19,Australian Dollar,0.9947202072,1.0053078170
2020-03-20,Australian Dollar,0.9823328361,1.0179849062
2020-03-21,Australian Dollar,0.9852309804,1.0149904134
2020-03-22,Australian Dollar,0.9864366651,1.0137498284
2020-03-23,Australian Dollar,0.9858270260,1.0143767351
2020-03-24,Australian Dollar,0.9767565481,1.0237965662
2020-03-25,Australian Dollar,0.9749889274,1.0256526735
2020-03-26,Australian Dollar,0.9851405172,1.0150836176
2020-03-27,Australian Dollar,0.9823048492,1.0180139096
2020-03-28,Australian Dollar,0.9792805922,1.0211577846
2020-03-29,Australian Dollar,0.9799344810,1.0204763884
2020-03-30,Australian Dollar,0.9749915650,1.0256498988
2020-03-31,Australian Dollar,0.9704147956,1.0304871736
2020-04-01,Australian Dollar,0.9730005467,1.0277486517
2020-04-02,Australian Dollar,0.9769607574,1.0235825671
2020-04-03,Australian Dollar,0.9756932535,1.0249122831
2020-04-04,Australian Dollar,0.9774624465,1.0230572066
2020-04-05,Australian Dollar,0.9778220787,1.0226809373
2020-04-06,Australian Dollar,0.9760543104,1.0245331528
2020-04-07,Australian Dollar,0.9669919502,1.0341347721
2020-04-08,Australian Dollar,0.9667961483,1.0343442118
2020-04-09,Australian Dollar,0.9611433723,1.0404275042
2020-04-10,Australian Dollar,0.9578751114,1.0439774330
2020-04-11,Australian Dollar,0.9573413786,1.0445594668
2020-04-12,Australian Dollar,0.9585142247,1.0432813351
2020-04-13,Australian Dollar,0.9535551899,1.0487069973
2020-04-14,Australian Dollar,0.9472727786,1.0556621309
2020-04-15,Australian Dollar,0.9475109383,1.0553967871
2020-04-16,Australian Dollar,0.9436886691,1.0596715132
2020-04-17,Australian Dollar,0.9492489196,1.0534644595
2020-04-18,Australian Dollar,0.9483895510,1.0544190401
2020-04-19,Australian Dollar,0.9473622724,1.0555624064
2020-04-20,Australian Dollar,0.9512576549,1.0512398978
2020-04-21,Australian Dollar,0.9482441245,1.0545807500
2020-04-22,Australian Dollar,0.9413739546,1.0622771058
2020-04-23,Australian Dollar,0.9431335784,1.0602951935
2020-04-24,Australian Dollar,0.9411906938,1.0624839436
2020-04-25,Australian Dollar,0.9413717480,1.0622795959
2020-04-26,Australian Dollar,0.9423103556,1.0612214905
2020-04-27,Australian Dollar,0.9368745880,1.0673787215
2020-04-28,Australian Dollar,0.9328689565,1.0719619224
2020-04-29,Australian Dollar,0.9336839601,1.0710262174
2020-04-30,Australian Dollar,0.9426525382,1.0608362673
2020-05-01,Australian Dollar,0.9424483406,1.0610661157
2020-05-02,Australian Dollar,0.9441203349,1.0591870157
2020-05-03,Australian Dollar,0.9452841851,1.0578829263
2020-05-04,Australian Dollar,0.9400027532,1.0638266713
2020-05-05,Australian Dollar,0.9391630700,1.0647778133
2020-05-06,Australian Dollar,0.9381350254,1.0659446380
2020-05-07,Australian Dollar,0.9362397917,1.0681024336
2020-05-08,Australian Dollar,0.9394406529,1.0644631962
2020-05-09,Australian Dollar,0.9396232294,1.0642563623
2020-05-10,Australian Dollar,0.9403995065,1.0633778443
2020-05-11,Australian Dollar,0.9364723526,1.0678371841
2020-05-12,Australian Dollar,0.9374226551,1.0667546752
2020-05-13,Australian Dollar,0.9298623289,1.0754280165
2020-05-14,Australian Dollar,0.9299408957,1.0753371582
2020-05-15,Australian Dollar,0.9249742382,1.0811111907
2020-05-16,Australian Dollar,0.9250169056,1.0810613233
2020-05-17,Australian Dollar,0.9251042863,1.0809592117
2020-05-18,Australian Dollar,0.9268237427,1.0789538010
2020-05-19,Australian Dollar,0.9294281857,1.0759303573
2020-05-20,Australian Dollar,0.9308296248,1.0743104575
2020-05-21,Australian Dollar,0.9316771693,1.0733331598
2020-05-22,Australian Dollar,0.9331427628,1.0716473833
2020-05-23,Australian Dollar,0.9325775802,1.0722968483
2020-05-24,Australian Dollar,0.9331829549,1.0716012276
2020-05-25,Australian Dollar,0.9319117723,1.0730629548
2020-05-26,Australian Dollar,0.9337167939,1.0709885551
2020-05-27,Australian Dollar,0.9356431834,1.0687835040
2020-05-28,Australian Dollar,0.9339526249,1.0707181214
2020-05-29,Australian Dollar,0.9316320606,1.0733851294
2020-05-30,Australian Dollar,0.9310499140,1.0740562723
2020-05-31,Australian Dollar,0.9302388322,1.0749927496
2020-06-01,Australian Dollar,0.9263107009,1.0795513849
2020-06-02,Australian Dollar,0.9231991007,1.0831899633
2020-06-03,Australian Dollar,0.9261490021,1.0797398666
2020-06-04,Australian Dollar,0.9290378862,1.0763823681
2020-06-05,Australian Dollar,0.9326586499,1.0722036408
2020-06-06,Australian Dollar,0.9339452029,1.0707266303
2020-06-07,Australian Dollar,0.9340250817,1.0706350606
2020-06-08,Australian Dollar,0.9351557476,1.0693405912
2020-06-09,Australian Dollar,0.9370592388,1.0671683908
2020-06-10,Australian Dollar,0.9342254188,1.0704054716
2020-06-11,Australian Dollar,0.9377555078,1.0663760348
2020-06-12,Australian Dollar,0.9382173588,1.0658510959
2020-06-13,Australian Dollar,0.9391664361,1.0647739970
2020-06-14,Australian Dollar,0.9397159121,1.0641513963
2020-06-15,Australian Dollar,0.9391815523,1.0647568594
2020-06-16,Australian Dollar,0.9369589822,1.0672825801
2020-06-17,Australian Dollar,0.9370014521,1.0672342052
2020-06-18,Australian Dollar,0.9386528603,1.0653565789
2020-06-19,Australian Dollar,0.9368846267,1.0673672846
2020-06-20,Australian Dollar,0.9375199312,1.0666439899
2020-06-21,Australian Dollar,0.9375326004,1.0666295760
2020-06-22,Australian Dollar,0.9392212752,1.0647118271
2020-06-23,Australian Dollar,0.9368138774,1.0674478935
2020-06-24,Australian Dollar,0.9332028809,1.0715783464
2020-06-25,Australian Dollar,0.9355745696,1.0688618872
2020-06-26,Australian Dollar,0.9355184679,1.0689259852
2020-06-27,Australian Dollar,0.9358795767,1.0685135405
2020-06-28,Australian Dollar,0.9354756748,1.0689748830
2020-06-29,Australian Dollar,0.9354112778,1.0690484750
2020-06-30,Australian Dollar,0.9353140864,1.0691595631
2020-07-01,Australian Dollar,0.9358996454,1.0684906281
2020-07-02,Australian Dollar,0.9411478264,1.0625323375
2020-07-03,Australian Dollar,0.9412133854,1.0624583283
2020-07-04,Australian Dollar,0.9410294580,1.0626659893
2020-07-05,Australian Dollar,0.9415388782,1.0620910333
2020-07-06,Australian Dollar,0.9383169296,1.0657379915
2020-07-07,Australian Dollar,0.9419766634,1.0615974247
2020-07-08,Australian Dollar,0.9420063406,1.0615639799
2020-07-09,Australian Dollar,0.9432545582,1.0601592023
2020-07-10,Australian Dollar,0.9456494739,1.0574742837
2020-07-11,Australian Dollar,0.9459494874,1.0571388994
2020-07-12,Australian Dollar,0.9466347476,1.0563736462
2020-07-13,Australian Dollar,0.9424747293,1.0610364066
2020-07-14,Australian Dollar,0.9370904994,1.0671327909
2020-07-15,Australian Dollar,0.9377396391,1.0663940803
2020-07-16,Australian Dollar,0.9367875383,1.0674779063
2020-07-17,Australian Dollar,0.9367024797,1.0675748401
2020-07-18,Australian Dollar,0.9370678849,1.0671585444
2020-07-19,Australian Dollar,0.9371386014,1.0670780166
2020-07-20,Australian Dollar,0.9373704134,1.0668141278
2020-07-21,Australian Dollar,0.9321583550,1.0727790987
2020-07-22,Australian Dollar,0.9329024846,1.0719233966
2020-07-23,Australian Dollar,0.9330664224,1.0717350619
2020-07-24,Australian Dollar,0.9349593210,1.0695652501
2020-07-25,Australian Dollar,0.9346831403,1.0698812859
2020-07-26,Australian Dollar,0.9355416995,1.0688994414
2020-07-27,Australian Dollar,0.9367594574,1.0675099057
2020-07-28,Australian Dollar,0.9301483533,1.0750973180
2020-07-29,Australian Dollar,0.9282814093,1.0772595357
2020-07-30,Australian Dollar,0.9302152745,1.0750199737
2020-07-31,Australian Dollar,0.9280548738,1.0775224916
2020-08-01,Australian Dollar,0.9281808615,1.0773762329
2020-08-02,Australian Dollar,0.9282223339,1.0773280964
2020-08-03,Australian Dollar,0.9286891803,1.0767865301
2020-08-04,Australian Dollar,0.9244679786,1.0817032317
2020-08-05,Australian Dollar,0.9233189268,1.0830493895
2020-08-06,Australian Dollar,0.9216007032,1.0850686165
2020-08-07,Australian Dollar,0.9223497812,1.0841873878
2020-08-08,Australian Dollar,0.9216759823,1.0849799921
2020-08-09,Australian Dollar,0.9216472859,1.0850137741
2020-08-10,Australian Dollar,0.9204110950,1.0864710405
2020-08-11,Australian Dollar,0.9189937402,1.0881466938
2020-08-12,Australian Dollar,0.9189445698,1.0882049178
2020-02-01,Japanese Yen,70.0474198388,0.0142760433
2020-02-02,Japanese Yen,70.0498909711,0.0142755397
2020-02-03,Japanese Yen,70.1657060619,0.0142519766
2020-02-04,Japanese Yen,70.8859794284,0.0141071621
2020-02-05,Japanese Yen,71.0839430213,0.0140678746
2020-02-06,Japanese Yen,71.0226470269,0.0140800159
2020-02-07,Japanese Yen,70.3320430982,0.0142182703
2020-02-08,Japanese Yen,70.2755619218,0.0142296977
2020-02-09,Japanese Yen,70.2503718551,0.0142348001
2020-02-10,Japanese Yen,70.0762268714,0.0142701747
2020-02-11,Japanese Yen,70.2825503969,0.0142282828
2020-02-12,Japanese Yen,71.1886302971,0.0140471870
2020-02-13,Japanese Yen,70.7563204724,0.0141330130
2020-02-14,Japanese Yen,70.6474330163,0.0141547960
2020-02-15,Japanese Yen,70.6272951514,0.0141588319
2020-02-16,Japanese Yen,70.6303899584,0.0141582115
2020-02-17,Japanese Yen,70.7691397923,0.0141304529
2020-02-18,Japanese Yen,70.2021445673,0.0142445791
2020-02-19,Japanese Yen,70.9125886099,0.0141018685
2020-02-20,Japanese Yen,70.9215152531,0.0141000936
2020-02-21,Japanese Yen,70.9725753331,0.0140899495
2020-02-22,Japanese Yen,70.8673086912,0.0141108787
2020-02-23,Japanese Yen,70.8133688880,0.0141216273
2020-02-24,Japanese Yen,70.1768530818,0.0142497128
2020-02-25,Japanese Yen,69.7061652940,0.0143459333
2020-02-26,Japanese Yen,69.5271764633,0.0143828651
2020-02-27,Japanese Yen,69.5956025948,0.0143687239
2020-02-28,Japanese Yen,67.3984293373,0.0148371410
2020-02-29,Japanese Yen,67.5452210543,0.0148048964
2020-03-01,Japanese Yen,67.5546585527,0.0148028281
2020-03-02,Japanese Yen,67.5081663216,0.0148130227
2020-03-03,Japanese Yen,67.6504189184,0.0147818745
2020-03-04,Japanese Yen,67.3763303307,0.0148420075
2020-03-05,Japanese Yen,67.1781444427,0.0148857937
2020-03-06,Japanese Yen,66.8985164199,0.0149480146
2020-03-07,Japanese Yen,66.9618793964,0.0149338700
2020-03-08,Japanese Yen,66.9169508711,0.0149438967
2020-03-09,Japanese Yen,65.7761877013,0.0152030702
2020-03-10,Japanese Yen,65.1365686956,0.0153523592
2020-03-11,Japanese Yen,66.0529888211,0.0151393604
2020-03-12,Japanese Yen,64.4156760785,0.0155241715
2020-03-13,Japanese Yen,64.9178301209,0.0154040885
2020-03-14,Japanese Yen,65.4972600674,0.0152678142
2020-03-15,Japanese Yen,65.4616554988,0.0152761184
2020-03-16,Japanese Yen,64.5675961482,0.0154876449
2020-03-17,Japanese Yen,63.7911237630,0.0156761622
2020-03-18,Japanese Yen,62.6082286685,0.0159723414
2020-03-19,Japanese Yen,64.4081533149,0.0155259847
2020-03-20,Japanese Yen,63.5621328562,0.0157326376
2020-03-21,Japanese Yen,63.3283461171,0.0157907171
2020-03-22,Japanese Yen,63.3575115194,0.0157834482
2020-03-23,Japanese Yen,63.0705542542,0.0158552594
2020-03-24,Japanese Yen,64.5849293262,0.0154834883
2020-03-25,Japanese Yen,64.7554342833,0.0154427194
2020-03-26,Japanese Yen,65.1884409940,0.0153401429
2020-03-27,Japanese Yen,65.1222878173,0.0153557259
2020-03-28,Japanese Yen,65.1479147674,0.0153496855
2020-03-29,Japanese Yen,65.1550101368,0.0153480139
2020-03-30,Japanese Yen,64.7388378247,0.0154466783
2020-03-31,Japanese Yen,64.0555165209,0.0156114579
2020-04-01,Japanese Yen,63.6031932544,0.0157224810
2020-04-02,Japanese Yen,63.7138002269,0.0156951869
2020-04-03,Japanese Yen,63.5582376908,0.0157336018
2020-04-04,Japanese Yen,63.5661617418,0.0157316404
2020-04-05,Japanese Yen,63.6125256816,0.0157201744
2020-04-06,Japanese Yen,64.9099499847,0.0154059586
2020-04-07,Japanese Yen,65.1916727511,0.0153393824
2020-04-08,Japanese Yen,65.4070923281,0.0152888619
2020-04-09,Japanese Yen,65.7255623193,0.0152147804
2020-04-10,Japanese Yen,65.8848233920,0.0151780023
2020-04-11,Japanese Yen,65.8889183761,0.0151770590
2020-04-12,Japanese Yen,65.9240116131,0.0151689798
2020-04-13,Japanese Yen,65.4643081430,0.0152754994
2020-04-14,Japanese Yen,65.0972504319,0.0153616319
2020-04-15,Japanese Yen,64.4182459011,0.0155235522
2020-04-16,Japanese Yen,64.0570284750,0.0156110894
2020-04-17,Japanese Yen,64.8536638510,0.0154193293
2020-04-18,Japanese Yen,64.8904115074,0.0154105973
2020-04-19,Japanese Yen,64.8624731160,0.0154172351
2020-04-20,Japanese Yen,65.4162802758,0.0152867145
2020-04-21,Japanese Yen,64.1115033057,0.0155978249
2020-04-22,Japanese Yen,64.1190221364,0.0155959958
2020-04-23,Japanese Yen,64.8522992426,0.0154196538
2020-04-24,Japanese Yen,64.4737266119,0.0155101939
2020-04-25,Japanese Yen,64.7143170882,0.0154525311
2020-04-26,Japanese Yen,64.6971805309,0.0154566241
2020-04-27,Japanese Yen,64.8916546318,0.0154103021
2020-04-28,Japanese Yen,64.7733252867,0.0154384540
2020-04-29,Japanese Yen,65.1134526401,0.0153578095
2020-04-30,Japanese Yen,65.7992337123,0.0151977454
2020-05-01,Japanese Yen,64.6001329758,0.0154798443
2020-05-02,Japanese Yen,64.8157328964,0.0154283529
2020-05-03,Japanese Yen,64.8478944129,0.0154207012
2020-05-04,Japanese Yen,64.3605335937,0.0155374722
2020-05-05,Japanese Yen,64.5981964393,0.0154803084
2020-05-06,Japanese Yen,63.8487513289,0.0156620134
2020-05-07,Japanese Yen,64.7049407538,0.0154547704
2020-05-08,Japanese Yen,65.4634468746,0.0152757004
2020-05-09,Japanese Yen,65.4380109807,0.0152816381
2020-05-10,Japanese Yen,65.4607787983,0.0152763230
2020-05-11,Japanese Yen,65.3520247293,0.0153017447
2020-05-12,Japanese Yen,65.4670797293,0.0152748527
2020-05-13,Japanese Yen,64.2553001638,0.0155629185
2020-05-14,Japanese Yen,63.9526380099,0.0156365715
2020-05-15,Japanese Yen,63.5962326723,0.0157242019
2020-05-16,Japanese Yen,63.5615519539,0.0157327814
2020-05-17,Japanese Yen,63.5300799629,0.0157405752
2020-05-18,Japanese Yen,64.7067392574,0.0154543408
2020-05-19,Japanese Yen,65.8189563038,0.0151931914
2020-05-20,Japanese Yen,66.0103214963,0.0151491460
2020-05-21,Japanese Yen,65.8247831949,0.0151918465
2020-05-22,Japanese Yen,65.4781061620,0.0152722804
2020-05-23,Japanese Yen,65.6096530504,0.0152416596
2020-05-24,Japanese Yen,65.6329690590,0.0152362451
2020-05-25,Japanese Yen,65.7171545584,0.0152167270
2020-05-26,Japanese Yen,66.7631717084,0.0149783178
2020-05-27,Japanese Yen,66.4408598087,0.0150509792
2020-05-28,Japanese Yen,66.9833558032,0.0149290818
2020-05-29,Japanese Yen,66.6749134448,0.0149981447
2020-05-30,Japanese Yen,66.9275220532,0.0149415363
2020-05-31,Japanese Yen,66.8529207281,0.0149582096
2020-06-01,Japanese Yen,67.6002914701,0.0147928356
2020-06-02,Japanese Yen,68.8775212377,0.0145185248
2020-06-03,Japanese Yen,70.0633142670,0.0142728047
2020-06-04,Japanese Yen,70.3108873166,0.0142225484
2020-06-05,Japanese Yen,71.4067312823,0.0140042820
2020-06-06,Japanese Yen,71.3043245857,0.0140243948
2020-06-07,Japanese Yen,71.3309971485,0.0140191507
2020-06-08,Japanese Yen,70.9243517927,0.0140995296
2020-06-09,Japanese Yen,70.2478552336,0.0142353101
2020-06-10,Japanese Yen,70.1402151307,0.0142571562
2020-06-11,Japanese Yen,68.8656075178,0.0145210365
2020-06-12,Japanese Yen,69.0147864265,0.0144896485
2020-06-13,Japanese Yen,69.2473388990,0.0144409881
2020-06-14,Japanese Yen,69.2161016806,0.0144475054
2020-06-15,Japanese Yen,69.0620481788,0.0144797327
2020-06-16,Japanese Yen,69.2197797276,0.0144467377
2020-06-17,Japanese Yen,69.3155323007,0.0144267809
2020-06-18,Japanese Yen,68.6085621559,0.0145754403
2020-06-19,Japanese Yen,68.6451879559,0.0145676635
2020-06-20,Japanese Yen,68.4851270710,0.0146017105
2020-06-21,Japanese Yen,68.4803924070,0.0146027201
2020-06-22,Japanese Yen,69.2790259805,0.0144343831
2020-06-23,Japanese Yen,69.3182117830,0.0144262233
2020-06-24,Japanese Yen,68.5254191824,0.0145931249
2020-06-25,Japanese Yen,68.8750847984,0.0145190384
2020-06-26,Japanese Yen,68.7931145508,0.0145363385
2020-06-27,Japanese Yen,68.8525624361,0.0145237877
2020-06-28,Japanese Yen,68.8468574025,0.0145249912
2020-06-29,Japanese Yen,69.0240392060,0.0144877062
2020-06-30,Japanese Yen,69.4572375748,0.0143973477
2020-07-01,Japanese Yen,69.5906135244,0.0143697540
2020-07-02,Japanese Yen,70.0252545375,0.0142805622
2020-07-03,Japanese Yen,70.2360843339,0.0142376958
2020-07-04,Japanese Yen,70.2392918339,0.0142370456
2020-07-05,Japanese Yen,70.2077892640,0.0142434338
2020-07-06,Japanese Yen,70.3295068239,0.0142187831
2020-07-07,Japanese Yen,70.6045020940,0.0141634028
2020-07-08,Japanese Yen,70.4711906576,0.0141901959
2020-07-09,Japanese Yen,70.3947907956,0.0142055966
2020-07-10,Japanese Yen,70.2435862399,0.0142361752
2020-07-11,Japanese Yen,70.2699892576,0.0142308261
2020-07-12,Japanese Yen,70.3217774743,0.0142203459
2020-07-13,Japanese Yen,70.5519386369,0.0141739550
2020-07-14,Japanese Yen,70.0209127570,0.0142814477
2020-07-15,Japanese Yen,70.2207674664,0.0142408013
2020-07-16,Japanese Yen,70.2920744310,0.0142263549
2020-07-17,Japanese Yen,70.1389718965,0.0142574089
2020-07-18,Japanese Yen,70.1627444412,0.0142525782
2020-07-19,Japanese Yen,70.1768485611,0.0142497137
2020-07-20,Japanese Yen,70.4310292119,0.0141982875
2020-07-21,Japanese Yen,70.7804974706,0.0141281855
2020-07-22,Japanese Yen,71.4491504567,0.0139959677
2020-07-23,Japanese Yen,71.1317273461,0.0140584242
2020-07-24,Japanese Yen,70.1666012762,0.0142517948
2020-07-25,Japanese Yen,70.4783380175,0.0141887568
2020-07-26,Japanese Yen,70.5769919238,0.0141689235
2020-07-27,Japanese Yen,70.3561353400,0.0142134015
2020-07-28,Japanese Yen,69.9593183465,0.0142940215
2020-07-29,Japanese Yen,69.9171725438,0.0143026379
2020-07-30,Japanese Yen,69.7619997508,0.0143344515
2020-07-31,Japanese Yen,70.2494021998,0.0142349966
2020-08-01,Japanese Yen,70.1961592044,0.0142457937
2020-08-02,Japanese Yen,70.2047454047,0.0142440514
2020-08-03,Japanese Yen,70.0268588692,0.0142802350
2020-08-04,Japanese Yen,69.9900043703,0.0142877545
2020-08-05,Japanese Yen,70.2492327453,0.0142350309
2020-08-06,Japanese Yen,70.2570003050,0.0142334571
2020-08-07,Japanese Yen,69.9819143726,0.0142894062
2020-08-08,Japanese Yen,69.8736348428,0.0143115497
2020-08-09,Japanese Yen,69.8727444143,0.0143117321
2020-08-10,Japanese Yen,69.7681953231,0.0143331785
2020-08-11,Japanese Yen,70.0560747930,0.0142742796
2020-08-12,Japanese Yen,70.3605847691,0.0142125027
2020-02-01,Chinese Yuan Renminbi,4.4833771607,0.2230461467
2020-02-02,Chinese Yuan Renminbi,4.4835207502,0.2230390034
2020-02-03,Chinese Yuan Renminbi,4.5372965366,0.2203955576
2020-02-04,Chinese Yuan Renminbi,4.5340575101,0.2205530031
2020-02-05,Chinese Yuan Renminbi,4.5175810721,0.2213573999
2020-02-06,Chinese Yuan Renminbi,4.5049200756,0.2219795209
2020-02-07,Chinese Yuan Renminbi,4.4848839082,0.2229712118
2020-02-08,Chinese Yuan Renminbi,4.4816913625,0.2231300460
2020-02-09,Chinese Yuan Renminbi,4.4819112612,0.2231190985
2020-02-10,Chinese Yuan Renminbi,4.4582891313,0.2243012892
2020-02-11,Chinese Yuan Renminbi,4.4592830498,0.2242512953
2020-02-12,Chinese Yuan Renminbi,4.5119429243,0.2216340093
2020-02-13,Chinese Yuan Renminbi,4.4959932353,0.2224202635
2020-02-14,Chinese Yuan Renminbi,4.4965649288,0.2223919850
2020-02-15,Chinese Yuan Renminbi,4.4949263090,0.2224730577
2020-02-16,Chinese Yuan Renminbi,4.4955286985,0.2224432469
2020-02-17,Chinese Yuan Renminbi,4.4949165269,0.2224735418
2020-02-18,Chinese Yuan Renminbi,4.4730313760,0.2235620357
2020-02-19,Chinese Yuan Renminbi,4.4637268134,0.2240280469
2020-02-20,Chinese Yuan Renminbi,4.4521276390,0.2246117095
2020-02-21,Chinese Yuan Renminbi,4.4631595052,0.2240565229
2020-02-22,Chinese Yuan Renminbi,4.4624740934,0.2240909368
2020-02-23,Chinese Yuan Renminbi,4.4599733065,0.2242165886
2020-02-24,Chinese Yuan Renminbi,4.4614680223,0.2241414698
2020-02-25,Chinese Yuan Renminbi,4.4469356959,0.2248739510
2020-02-26,Chinese Yuan Renminbi,4.4335041009,0.2255552216
2020-02-27,Chinese Yuan Renminbi,4.4260990514,0.2259325850
2020-02-28,Chinese Yuan Renminbi,4.3590801330,0.2294061980
2020-02-29,Chinese Yuan Renminbi,4.3691767063,0.2288760714
2020-03-01,Chinese Yuan Renminbi,4.3693850545,0.2288651578
2020-03-02,Chinese Yuan Renminbi,4.3655362360,0.2290669338
2020-03-03,Chinese Yuan Renminbi,4.3893671508,0.2278232751
2020-03-04,Chinese Yuan Renminbi,4.3537218618,0.2296885359
2020-03-05,Chinese Yuan Renminbi,4.3746145122,0.2285915701
2020-03-06,Chinese Yuan Renminbi,4.4061065211,0.2269577449
2020-03-07,Chinese Yuan Renminbi,4.4052251106,0.2270031553
2020-03-08,Chinese Yuan Renminbi,4.4036356739,0.2270850892
2020-03-09,Chinese Yuan Renminbi,4.4578136311,0.2243252147
2020-03-10,Chinese Yuan Renminbi,4.3700610400,0.2288297557
2020-03-11,Chinese Yuan Renminbi,4.3866875819,0.2279624389
2020-03-12,Chinese Yuan Renminbi,4.2860230056,0.2333165265
2020-03-13,Chinese Yuan Renminbi,4.2480220160,0.2354036764
2020-03-14,Chinese Yuan Renminbi,4.2496122207,0.2353155884
2020-03-15,Chinese Yuan Renminbi,4.2470715418,0.2354563586
2020-03-16,Chinese Yuan Renminbi,4.2709585079,0.2341394790
2020-03-17,Chinese Yuan Renminbi,4.1625308418,0.2402384602
2020-03-18,Chinese Yuan Renminbi,4.0688200160,0.2457715004
2020-03-19,Chinese Yuan Renminbi,4.1628170231,0.2402219445
2020-03-20,Chinese Yuan Renminbi,4.0517763261,0.2468053317
2020-03-21,Chinese Yuan Renminbi,4.0556810656,0.2465677118
2020-03-22,Chinese Yuan Renminbi,4.0499561012,0.2469162566
2020-03-23,Chinese Yuan Renminbi,4.0191038598,0.2488116841
2020-03-24,Chinese Yuan Renminbi,4.0916184234,0.2444020670
2020-03-25,Chinese Yuan Renminbi,4.1288735436,0.2421968097
2020-03-26,Chinese Yuan Renminbi,4.2120877828,0.2374119562
2020-03-27,Chinese Yuan Renminbi,4.2707377323,0.2341515829
2020-03-28,Chinese Yuan Renminbi,4.2833226352,0.2334636181
2020-03-29,Chinese Yuan Renminbi,4.2838608798,0.2334342846
2020-03-30,Chinese Yuan Renminbi,4.2547139998,0.2350334241
2020-03-31,Chinese Yuan Renminbi,4.2187717043,0.2370358176
2020-04-01,Chinese Yuan Renminbi,4.2191106505,0.2370167751
2020-04-02,Chinese Yuan Renminbi,4.1846674695,0.2389676139
2020-04-03,Chinese Yuan Renminbi,4.1528548013,0.2407982094
2020-04-04,Chinese Yuan Renminbi,4.1557157455,0.2406324352
2020-04-05,Chinese Yuan Renminbi,4.1579103146,0.2405054280
2020-04-06,Chinese Yuan Renminbi,4.2196457459,0.2369867188
2020-04-07,Chinese Yuan Renminbi,4.2139850507,0.2373050659
2020-04-08,Chinese Yuan Renminbi,4.2518483690,0.2351918303
2020-04-09,Chinese Yuan Renminbi,4.2716517991,0.2341014781
2020-04-10,Chinese Yuan Renminbi,4.2762943795,0.2338473246
2020-04-11,Chinese Yuan Renminbi,4.2756204571,0.2338841836
2020-04-12,Chinese Yuan Renminbi,4.2783065159,0.2337373436
2020-04-13,Chinese Yuan Renminbi,4.2912155619,0.2330342034
2020-04-14,Chinese Yuan Renminbi,4.2856525879,0.2333366925
2020-04-15,Chinese Yuan Renminbi,4.2382655833,0.2359455726
2020-04-16,Chinese Yuan Renminbi,4.2101778827,0.2375196554
2020-04-17,Chinese Yuan Renminbi,4.2666872262,0.2343738706
2020-04-18,Chinese Yuan Renminbi,4.2663253137,0.2343937526
2020-04-19,Chinese Yuan Renminbi,4.2658952928,0.2344173805
2020-04-20,Chinese Yuan Renminbi,4.2955088540,0.2328012894
2020-04-21,Chinese Yuan Renminbi,4.2135379532,0.2373302462
2020-04-22,Chinese Yuan Renminbi,4.2127359058,0.2373754307
2020-04-23,Chinese Yuan Renminbi,4.2566297250,0.2349276457
2020-04-24,Chinese Yuan Renminbi,4.2495400099,0.2353195870
2020-04-25,Chinese Yuan Renminbi,4.2625105640,0.2346035241
2020-04-26,Chinese Yuan Renminbi,4.2631067400,0.2345707159
2020-04-27,Chinese Yuan Renminbi,4.2891104753,0.2331485761
2020-04-28,Chinese Yuan Renminbi,4.2928345572,0.2329463171
2020-04-29,Chinese Yuan Renminbi,4.3196758020,0.2314988545
2020-04-30,Chinese Yuan Renminbi,4.3440211137,0.2302014594
2020-05-01,Chinese Yuan Renminbi,4.2720752951,0.2340782713
2020-05-02,Chinese Yuan Renminbi,4.2807397187,0.2336044856
2020-05-03,Chinese Yuan Renminbi,4.2833032662,0.2334646738
2020-05-04,Chinese Yuan Renminbi,4.2547548565,0.2350311672
2020-05-05,Chinese Yuan Renminbi,4.2827809325,0.2334931475
2020-05-06,Chinese Yuan Renminbi,4.2768150663,0.2338188546
2020-05-07,Chinese Yuan Renminbi,4.3078663142,0.2321334803
2020-05-08,Chinese Yuan Renminbi,4.3473501330,0.2300251807
2020-05-09,Chinese Yuan Renminbi,4.3408967185,0.2303671487
2020-05-10,Chinese Yuan Renminbi,4.3408468529,0.2303697951
2020-05-11,Chinese Yuan Renminbi,4.3076933823,0.2321427992
2020-05-12,Chinese Yuan Renminbi,4.3210995414,0.2314225790
2020-05-13,Chinese Yuan Renminbi,4.2627889371,0.2345882038
2020-05-14,Chinese Yuan Renminbi,4.2372067452,0.2360045332
2020-05-15,Chinese Yuan Renminbi,4.2114177669,0.2374497272
2020-05-16,Chinese Yuan Renminbi,4.2144295387,0.2372800377
